Employee_ID,Department,Job_Title,Location,Performance_Rating,Experience_Years,Work_Mode,Salary_INR,Status
E01119,Finance,Financial Analyst,Bangalore,1,10,Remote,966358,Active
E01120,Operations,Logistics Coordinator,Delhi,5,11,Hybrid,2324242,Resigned
E01121,IT,Data Analyst,Mumbai,3,20,On-site,1101980,Resigned
E01122,Finance,Accountant,Pune,4,0,On-site,1768642,Active
E01123,Support,Support Engineer,Kolkata,3,11,Remote,1105656,Active
E01124,Sales,Sales Manager,Bangalore,5,11,Remote,1618465,Active
E01125,Operations,Logistics Coordinator,Hyderabad,1,11,Hybrid,2010968,Resigned
E01126,Marketing,Content Strategist,Bangalore,3,19,Hybrid,1821853,Active
E01127,IT,System Admin,Chennai,5,8,Remote,1961382,Active
E01128,Marketing,SEO Specialist,Bangalore,2,13,Hybrid,921064,Active
E01129,HR,Recruiter,Hyderabad,5,14,Hybrid,757730,Active
E01130,HR,Recruiter,Mumbai,3,16,On-site,789203,Active
E01131,Operations,Operations Manager,Chennai,1,3,Hybrid,1940336,Active
E01132,IT,ML Engineer,Kolkata,5,1,Hybrid,1468284,Active
E01133,Finance,Financial Analyst,Kolkata,2,8,Remote,1848515,Active
E01134,IT,Software Engineer,Kolkata,4,9,Hybrid,2235500,Active
E01135,Marketing,Content Strategist,Bangalore,4,20,Remote,550406,Active
E01136,Sales,BD Associate,Kolkata,2,8,On-site,1780523,Active
E01137,Support,Tech Support,Mumbai,3,14,On-site,2353627,Active
E01138,IT,Data Analyst,Chennai,4,12,On-site,680037,Active
E01139,HR,HR Manager,Pune,1,15,On-site,1049288,Resigned
E01140,Finance,Financial Analyst,Kolkata,2,7,Hybrid,567798,Active
E01141,Marketing,SEO Specialist,Delhi,1,12,Hybrid,714710,Active
E01142,HR,Recruiter,Delhi,1,20,Hybrid,971075,Resigned
E01143,IT,System Admin,Kolkata,5,20,Hybrid,2149955,Active
E01144,Sales,BD Associate,Chennai,2,14,Remote,647693,Active
E01145,Sales,Sales Executive,Chennai,4,1,On-site,1467745,Active
E01146,Support,Tech Support,Bangalore,3,20,Remote,1304405,Active
E01147,HR,HR Assistant,Chennai,3,11,On-site,774436,Active
E01148,Finance,Financial Analyst,Chennai,4,13,Hybrid,1591795,Active
E01149,IT,ML Engineer,Hyderabad,5,3,On-site,1746030,Active
E01150,HR,HR Assistant,Bangalore,1,5,Hybrid,1625330,Resigned
E01151,HR,HR Manager,Bangalore,5,15,Remote,1714003,Active
E01152,Finance,Auditor,Pune,2,18,On-site,1557981,Active
E01153,Finance,Financial Analyst,Chennai,3,19,Hybrid,1375847,Active
E01154,Support,Support Engineer,Pune,1,3,On-site,1128835,Resigned
E01155,Support,Support Engineer,Kolkata,5,10,Hybrid,1093353,Active
E01156,Operations,Operations Executive,Mumbai,4,16,Remote,2425249,Active
E01157,IT,DevOps Engineer,Kolkata,4,9,Hybrid,1306504,Active
E01158,Support,Customer Support,Mumbai,1,14,Remote,1349469,Active
E01159,Support,Customer Support,Delhi,5,5,On-site,2251854,Active
E01160,IT,ML Engineer,Chennai,1,0,Remote,2368026,Resigned
E01161,Marketing,Marketing Executive,Hyderabad,2,15,Remote,2452888,Active
E01162,Marketing,Marketing Executive,Pune,5,4,On-site,2372609,Active
E01163,Support,Customer Support,Chennai,2,3,On-site,2137145,Resigned
E01164,HR,HR Assistant,Pune,5,12,Hybrid,250037,Resigned
E01165,Operations,Logistics Coordinator,Hyderabad,1,4,On-site,953645,Active
E01166,IT,Software Engineer,Hyderabad,5,5,On-site,1102224,Active
E01167,HR,Recruiter,Bangalore,3,10,On-site,809031,Active
E01168,Marketing,Marketing Executive,Bangalore,1,11,On-site,394938,Resigned
E01169,Sales,Sales Executive,Mumbai,5,13,On-site,1040944,Resigned
E01170,Support,Customer Support,Chennai,2,0,On-site,2200408,Resigned
E01171,IT,Software Engineer,Hyderabad,5,14,On-site,2095786,Active
E01172,Operations,Operations Manager,Kolkata,3,11,Hybrid,1968303,Active
E01173,Finance,Accountant,Delhi,5,13,Remote,1885407,Resigned
E01174,Finance,Auditor,Bangalore,3,15,Hybrid,2414533,Active
E01175,IT,DevOps Engineer,Delhi,3,8,Hybrid,1153282,Active
E01176,Marketing,Marketing Executive,Delhi,4,15,Hybrid,2276393,Resigned
E01177,Finance,Financial Analyst,Bangalore,5,0,Hybrid,2129466,Active
E01178,IT,DevOps Engineer,Chennai,1,12,Hybrid,1245791,Active
E01179,HR,HR Manager,Hyderabad,3,9,On-site,1669600,Resigned
E01180,Finance,Financial Analyst,Hyderabad,5,18,Hybrid,1465442,Active
E01181,Marketing,SEO Specialist,Chennai,2,17,Hybrid,303024,Active
E01182,Finance,Accountant,Pune,5,15,Remote,2162878,Active
E01183,Operations,Logistics Coordinator,Delhi,1,5,Hybrid,984769,Active
E01184,Sales,BD Associate,Pune,5,10,On-site,2126624,Resigned
E01185,Sales,BD Associate,Chennai,4,0,Remote,2011331,Active
E01186,Sales,BD Associate,Chennai,1,11,On-site,435151,Resigned
E01187,Operations,Operations Manager,Hyderabad,5,19,On-site,2487699,Active
E01188,Sales,BD Associate,Mumbai,2,17,On-site,627332,Resigned
E01189,Finance,Accountant,Delhi,3,4,Remote,1558064,Resigned
E01190,Operations,Operations Manager,Mumbai,4,16,On-site,1218410,Active
E01191,Finance,Auditor,Chennai,1,3,Hybrid,519482,Resigned
E01192,HR,HR Assistant,Mumbai,3,5,Hybrid,1280120,Resigned
E01193,Support,Tech Support,Bangalore,4,18,Remote,637405,Active
E01194,Finance,Financial Analyst,Hyderabad,1,12,Remote,2160155,Active
E01195,Marketing,Content Strategist,Bangalore,1,4,On-site,2460846,Active
E01196,Marketing,Marketing Executive,Chennai,4,9,On-site,1271480,Active
E01197,Finance,Auditor,Mumbai,4,1,Hybrid,270946,Active
E01198,Operations,Operations Executive,Mumbai,1,4,Remote,1727310,Resigned
E01199,Operations,Logistics Coordinator,Pune,4,17,On-site,551364,Resigned
E01200,Operations,Operations Executive,Hyderabad,5,7,On-site,2359571,Active
E01201,IT,Software Engineer,Chennai,2,0,On-site,1298025,Active
E01202,Sales,Sales Executive,Chennai,2,17,Remote,628355,Active
E01203,IT,Data Analyst,Bangalore,3,18,Hybrid,799391,Active
E01204,Marketing,Marketing Executive,Delhi,2,0,On-site,1375832,Resigned
E01205,Support,Tech Support,Chennai,3,14,On-site,696880,Active
E01206,Operations,Logistics Coordinator,Hyderabad,2,4,On-site,2255464,Active
E01207,Finance,Financial Analyst,Hyderabad,2,8,On-site,1258507,Resigned
E01208,Sales,Sales Manager,Hyderabad,3,18,Hybrid,766031,Active
E01209,Support,Support Engineer,Chennai,1,0,Hybrid,1383397,Resigned
E01210,Marketing,Content Strategist,Chennai,1,11,On-site,1142743,Resigned
E01211,Marketing,SEO Specialist,Mumbai,3,19,Hybrid,1195161,Active
E01212,Marketing,Content Strategist,Hyderabad,5,10,Remote,2047555,Active
E01213,Finance,Accountant,Pune,1,8,On-site,1860000,Active
E01214,Operations,Operations Manager,Chennai,3,0,On-site,913478,Resigned
E01215,HR,HR Assistant,Mumbai,1,18,Remote,1463575,Resigned
E01216,IT,Data Analyst,Chennai,3,17,Hybrid,437486,Active
E01217,HR,HR Assistant,Bangalore,1,6,Hybrid,808910,Active
E01218,Marketing,SEO Specialist,Delhi,4,15,On-site,2391924,Active
E01219,IT,DevOps Engineer,Chennai,4,8,Hybrid,1908069,Active
E01220,Sales,Sales Executive,Bangalore,2,17,On-site,1640179,Resigned
E01221,HR,HR Manager,Delhi,5,13,Remote,996470,Active
E01222,Operations,Operations Executive,Kolkata,3,9,On-site,1811128,Active
E01223,Operations,Operations Executive,Pune,1,3,On-site,297361,Resigned
E01224,HR,HR Assistant,Delhi,3,12,Remote,1627984,Active
E01225,Sales,Sales Executive,Chennai,5,8,Hybrid,1433750,Active
E01226,Support,Support Engineer,Chennai,1,8,Hybrid,1091618,Active
E01227,HR,HR Manager,Chennai,5,12,On-site,353021,Active
E01228,HR,HR Manager,Mumbai,1,4,On-site,466194,Resigned
E01229,Sales,BD Associate,Kolkata,3,6,On-site,2187834,Resigned
E01230,Marketing,Marketing Executive,Chennai,2,18,Remote,1814458,Active
E01231,IT,System Admin,Delhi,5,15,On-site,1660124,Active
E01232,Operations,Operations Manager,Delhi,4,6,On-site,2270014,Resigned
E01233,Marketing,Content Strategist,Kolkata,1,20,On-site,991165,Active
E01234,Support,Support Engineer,Kolkata,3,5,Remote,730620,Active
E01235,Finance,Financial Analyst,Hyderabad,3,0,On-site,1074341,Active
E01236,HR,HR Manager,Kolkata,3,16,Remote,1943802,Active
E01237,Marketing,Content Strategist,Bangalore,2,1,On-site,510933,Active
E01238,HR,Recruiter,Delhi,4,7,On-site,1278719,Active
E01239,HR,Recruiter,Delhi,2,8,On-site,2083451,Resigned
E01240,HR,HR Assistant,Hyderabad,1,11,Hybrid,1359736,Active
E01241,Marketing,Marketing Executive,Mumbai,5,13,On-site,812193,Active
E01242,Sales,BD Associate,Chennai,3,6,Hybrid,1599919,Active
E01243,Finance,Accountant,Chennai,5,0,On-site,1241993,Resigned
E01244,HR,Recruiter,Chennai,3,12,Hybrid,2069201,Active
E01245,Sales,Sales Executive,Hyderabad,4,14,Remote,1042214,Active
E01246,Marketing,Marketing Executive,Chennai,5,0,On-site,1008019,Active
E01247,Finance,Accountant,Delhi,4,5,Remote,1337288,Active
E01248,Marketing,Marketing Executive,Kolkata,5,8,Hybrid,536539,Active
E01249,Support,Customer Support,Mumbai,4,2,On-site,1000310,Resigned
E01250,Sales,Sales Manager,Bangalore,1,4,Hybrid,1750033,Active
E01251,Operations,Logistics Coordinator,Delhi,2,16,Hybrid,2068182,Active
E01252,Operations,Logistics Coordinator,Pune,4,2,On-site,1695675,Active
E01253,IT,ML Engineer,Mumbai,4,5,Hybrid,2131986,Active
E01254,Marketing,Marketing Executive,Pune,1,2,On-site,2068222,Active
E01255,Finance,Financial Analyst,Mumbai,5,3,On-site,1329593,Active
E01256,Support,Tech Support,Delhi,5,1,Hybrid,1602935,Resigned
E01257,Finance,Auditor,Mumbai,2,11,On-site,2347951,Resigned
E01258,HR,HR Manager,Hyderabad,1,6,Hybrid,764111,Resigned
E01259,IT,System Admin,Bangalore,2,14,Hybrid,2215425,Active
E01260,Marketing,Marketing Executive,Hyderabad,2,10,On-site,775403,Active
E01261,Operations,Operations Manager,Delhi,3,17,On-site,700415,Active
E01262,Finance,Auditor,Delhi,4,12,On-site,828843,Active
E01263,Marketing,Marketing Executive,Hyderabad,5,19,On-site,1690352,Active
E01264,Support,Tech Support,Chennai,4,0,Remote,2263783,Resigned
E01265,Support,Tech Support,Hyderabad,3,5,Hybrid,2275216,Active
E01266,IT,Software Engineer,Chennai,2,12,On-site,1865328,Active
E01267,Support,Customer Support,Hyderabad,3,16,On-site,1674241,Active
E01268,Support,Support Engineer,Hyderabad,4,4,On-site,1486855,Resigned
E01269,IT,System Admin,Kolkata,5,5,Remote,2280871,Active
E01270,HR,HR Manager,Bangalore,1,16,On-site,611911,Resigned
E01271,Marketing,SEO Specialist,Mumbai,3,1,Remote,2289246,Active
E01272,Marketing,Content Strategist,Pune,2,6,On-site,2421641,Active
E01273,Sales,Sales Executive,Hyderabad,4,11,On-site,2318444,Active
E01274,Operations,Operations Manager,Delhi,2,4,Remote,1662210,Resigned
E01275,Finance,Auditor,Mumbai,3,6,On-site,1366521,Active
E01276,Marketing,Content Strategist,Chennai,5,2,Hybrid,932527,Active
E01277,HR,HR Assistant,Kolkata,5,2,On-site,1381614,Active
E01278,Marketing,Marketing Executive,Hyderabad,3,1,Hybrid,1026385,Active
E01279,Finance,Auditor,Bangalore,2,19,Hybrid,469356,Active
E01280,IT,ML Engineer,Hyderabad,5,1,Hybrid,264925,Active
E01281,Operations,Logistics Coordinator,Hyderabad,2,5,Hybrid,1414937,Active
E01282,HR,HR Manager,Kolkata,3,19,Hybrid,1627640,Active
E01283,Marketing,SEO Specialist,Chennai,4,7,Remote,1440130,Active
E01284,Operations,Operations Executive,Kolkata,5,13,Hybrid,2386919,Active
E01285,HR,Recruiter,Hyderabad,1,0,On-site,954537,Active
E01286,Sales,Sales Executive,Pune,5,14,On-site,591447,Active
E01287,Marketing,Marketing Executive,Delhi,1,11,Hybrid,1810155,Active
E01288,Marketing,Marketing Executive,Bangalore,4,6,Hybrid,1463619,Active
E01289,Support,Tech Support,Chennai,5,8,On-site,1796288,Active
E01290,Sales,Sales Manager,Kolkata,2,10,On-site,1545129,Resigned
E01291,Support,Tech Support,Bangalore,2,1,Hybrid,1804473,Resigned
E01292,Support,Tech Support,Bangalore,4,8,Hybrid,1909848,Active
E01293,Finance,Accountant,Kolkata,2,15,Remote,1841189,Active
E01294,Sales,Sales Manager,Chennai,2,10,On-site,1790866,Resigned
E01295,Operations,Operations Manager,Kolkata,1,19,Remote,1528283,Resigned
E01296,Finance,Auditor,Mumbai,3,3,Hybrid,1121217,Active
E01297,Marketing,Content Strategist,Mumbai,1,13,On-site,1065122,Active
E01298,IT,ML Engineer,Delhi,1,15,On-site,2171620,Resigned
E01299,IT,ML Engineer,Bangalore,5,3,On-site,471576,Active
E01300,Marketing,Marketing Executive,Pune,5,19,Hybrid,504084,Active
E01301,Operations,Operations Executive,Chennai,3,9,Remote,2201356,Active
E01302,Finance,Financial Analyst,Pune,1,4,On-site,305486,Resigned
E01303,Finance,Auditor,Kolkata,1,18,Hybrid,2267411,Resigned
E01304,Finance,Auditor,Mumbai,2,3,On-site,939517,Active
E01305,Operations,Logistics Coordinator,Mumbai,1,16,On-site,1689918,Resigned
E01306,Marketing,Content Strategist,Kolkata,3,2,Remote,1141712,Active
E01307,HR,HR Manager,Delhi,4,5,Remote,447170,Resigned
E01308,IT,Software Engineer,Delhi,3,20,On-site,697095,Resigned
E01309,Operations,Operations Executive,Mumbai,4,9,On-site,2042837,Resigned
E01310,Operations,Operations Manager,Pune,2,16,On-site,1837916,Resigned
E01311,Finance,Financial Analyst,Delhi,3,0,Remote,1533596,Active
E01312,HR,HR Manager,Bangalore,1,1,Remote,1457935,Resigned
E01313,Operations,Operations Executive,Hyderabad,4,16,On-site,1668351,Active
E01314,Support,Support Engineer,Mumbai,5,1,On-site,1688242,Resigned
E01315,HR,Recruiter,Bangalore,2,14,Hybrid,1934038,Active
E01316,Operations,Operations Manager,Chennai,3,4,On-site,1643749,Resigned
E01317,IT,Data Analyst,Mumbai,2,12,On-site,2254676,Resigned
E01318,Operations,Operations Executive,Delhi,3,19,Hybrid,1416747,Active
E01319,HR,HR Manager,Hyderabad,4,0,Remote,866070,Active
E01320,Operations,Operations Manager,Kolkata,3,11,On-site,2276091,Resigned
E01321,HR,Recruiter,Hyderabad,4,4,Hybrid,1204227,Active
E01322,Marketing,Content Strategist,Kolkata,5,9,Remote,308031,Resigned
E01323,Support,Support Engineer,Bangalore,5,0,On-site,1010791,Active
E01324,Finance,Auditor,Pune,2,18,Remote,1880969,Active
E01325,Sales,BD Associate,Chennai,2,19,Hybrid,1822900,Active
E01326,Sales,Sales Manager,Delhi,5,7,Hybrid,1990584,Resigned
E01327,HR,HR Assistant,Pune,5,11,Hybrid,2355039,Active
E01328,Finance,Auditor,Mumbai,3,17,Hybrid,2277842,Active
E01329,Support,Tech Support,Kolkata,1,11,On-site,558710,Resigned
E01330,IT,DevOps Engineer,Pune,5,18,Hybrid,926503,Active
E01331,Sales,BD Associate,Kolkata,5,13,On-site,2037139,Active
E01332,Finance,Accountant,Mumbai,5,10,On-site,723818,Resigned
E01333,HR,HR Assistant,Bangalore,4,7,On-site,837371,Active
E01334,Finance,Accountant,Mumbai,1,11,Remote,1842210,Resigned
E01335,Operations,Operations Executive,Pune,3,15,On-site,1304853,Active
E01336,Sales,Sales Manager,Hyderabad,1,16,Hybrid,1785410,Resigned
E01337,Sales,BD Associate,Pune,1,14,Hybrid,546177,Resigned
E01338,HR,Recruiter,Delhi,3,6,On-site,1448609,Active
E01339,Finance,Auditor,Hyderabad,1,11,Hybrid,2262236,Active
E01340,Finance,Financial Analyst,Kolkata,5,5,Remote,939746,Active
E01341,IT,System Admin,Hyderabad,3,15,Remote,304708,Active
E01342,Support,Support Engineer,Chennai,2,13,On-site,1553027,Active
E01343,Operations,Operations Executive,Mumbai,4,5,Hybrid,1647955,Active
E01344,Support,Tech Support,Kolkata,3,19,Remote,1842063,Resigned
E01345,IT,System Admin,Chennai,4,13,Hybrid,861781,Active
E01346,Sales,BD Associate,Delhi,5,12,On-site,2144656,Resigned
E01347,Marketing,Content Strategist,Chennai,1,7,On-site,322219,Resigned
E01348,Finance,Auditor,Delhi,4,14,On-site,1304490,Resigned
E01349,IT,ML Engineer,Bangalore,2,11,Hybrid,1425175,Active
E01350,IT,Data Analyst,Kolkata,1,18,On-site,292039,Active
E01351,HR,Recruiter,Bangalore,5,12,Remote,2221893,Active
E01352,Finance,Accountant,Pune,5,6,On-site,374078,Resigned
E01353,Marketing,Content Strategist,Bangalore,4,17,On-site,1126332,Active
E01354,Finance,Accountant,Pune,2,0,Hybrid,1858678,Active
E01355,Marketing,Marketing Executive,Chennai,4,8,On-site,660275,Active
E01356,Sales,Sales Executive,Kolkata,5,8,On-site,2342195,Active
E01357,IT,DevOps Engineer,Chennai,3,0,Remote,882899,Active
E01358,IT,Software Engineer,Bangalore,3,11,Hybrid,1643758,Active
E01359,HR,HR Manager,Chennai,3,5,On-site,2309636,Active
E01360,Operations,Operations Executive,Chennai,3,17,On-site,593275,Resigned
E01361,IT,DevOps Engineer,Mumbai,3,19,On-site,1001794,Active
E01362,Support,Support Engineer,Chennai,2,9,On-site,706195,Resigned
E01363,Operations,Operations Executive,Kolkata,5,2,Hybrid,1278520,Active
E01364,HR,Recruiter,Hyderabad,5,13,Remote,504547,Active
E01365,IT,ML Engineer,Chennai,3,7,On-site,2077791,Active
E01366,Marketing,Content Strategist,Hyderabad,5,11,Remote,1177724,Active
E01367,IT,DevOps Engineer,Kolkata,2,11,Hybrid,1007993,Active
E01368,Finance,Auditor,Chennai,1,20,On-site,1320648,Active
E01369,Finance,Auditor,Kolkata,5,9,On-site,801556,Active
E01370,IT,ML Engineer,Bangalore,4,1,On-site,1507713,Resigned
E01371,Finance,Accountant,Mumbai,4,4,On-site,2150057,Resigned
E01372,Finance,Accountant,Hyderabad,1,16,On-site,695544,Active
E01373,Support,Tech Support,Delhi,3,2,Hybrid,321326,Active
E01374,Operations,Logistics Coordinator,Delhi,5,0,On-site,304645,Resigned
E01375,Support,Customer Support,Chennai,2,9,Remote,2028904,Resigned
E01376,Support,Tech Support,Bangalore,1,9,Remote,949438,Resigned
E01377,Operations,Operations Executive,Mumbai,2,18,On-site,1042135,Active
E01378,HR,Recruiter,Chennai,5,0,Remote,1651051,Active
E01379,Finance,Financial Analyst,Hyderabad,4,1,Hybrid,379851,Resigned
E01380,Finance,Financial Analyst,Kolkata,2,0,Hybrid,811133,Active
E01381,Finance,Auditor,Mumbai,3,14,Remote,291722,Active
E01382,Operations,Operations Executive,Bangalore,1,16,On-site,2176959,Resigned
E01383,Sales,Sales Manager,Hyderabad,5,10,Hybrid,1277691,Active
E01384,HR,HR Manager,Bangalore,5,3,Hybrid,2013190,Active
E01385,HR,HR Assistant,Mumbai,3,18,On-site,2208074,Active
E01386,Finance,Financial Analyst,Mumbai,3,5,On-site,2157798,Active
E01387,Marketing,Content Strategist,Hyderabad,2,9,Hybrid,267718,Resigned
E01388,Support,Tech Support,Kolkata,2,18,Hybrid,2493227,Resigned
E01389,Support,Support Engineer,Chennai,3,10,Remote,803360,Active
E01390,Sales,BD Associate,Hyderabad,5,6,On-site,1473979,Resigned
E01391,IT,ML Engineer,Mumbai,3,9,On-site,1215721,Active
E01392,Sales,BD Associate,Bangalore,4,8,Remote,1231093,Active
E01393,Marketing,Marketing Executive,Chennai,3,14,Hybrid,282356,Active
E01394,Sales,Sales Manager,Mumbai,5,2,Remote,2393175,Resigned
E01395,Sales,Sales Executive,Hyderabad,5,15,On-site,722919,Active
E01396,Support,Support Engineer,Pune,4,11,Hybrid,2357512,Active
E01397,HR,Recruiter,Chennai,3,7,Remote,2317911,Active
E01398,IT,ML Engineer,Mumbai,1,10,On-site,2157310,Active
E01399,Support,Customer Support,Pune,2,18,On-site,1432200,Resigned
E01400,Finance,Accountant,Delhi,1,14,Hybrid,1081460,Resigned
E01401,IT,ML Engineer,Delhi,2,2,On-site,2044679,Active
E01402,Marketing,Content Strategist,Kolkata,5,19,On-site,1960741,Resigned
E01403,Operations,Operations Executive,Chennai,1,16,Remote,1160906,Active
E01404,Sales,BD Associate,Pune,5,15,Remote,979672,Active
E01405,Marketing,Content Strategist,Mumbai,4,19,On-site,1544876,Active
E01406,Support,Support Engineer,Mumbai,3,20,On-site,1556884,Active
E01407,Marketing,SEO Specialist,Hyderabad,4,15,On-site,1683043,Active
E01408,IT,Data Analyst,Chennai,5,18,On-site,794517,Active
E01409,HR,HR Manager,Pune,4,13,Hybrid,2269111,Active
E01410,Operations,Logistics Coordinator,Kolkata,3,13,On-site,1642928,Resigned
E01411,Sales,Sales Executive,Kolkata,4,6,Hybrid,2263122,Active
E01412,Marketing,SEO Specialist,Kolkata,2,15,Hybrid,539596,Active
E01413,IT,DevOps Engineer,Delhi,4,5,Hybrid,1134094,Active
E01414,Support,Support Engineer,Chennai,5,16,On-site,763676,Active
E01415,Marketing,Marketing Executive,Bangalore,2,3,Hybrid,2380450,Active
E01416,Marketing,Marketing Executive,Chennai,2,4,Hybrid,1830296,Active
E01417,Marketing,SEO Specialist,Kolkata,5,18,Hybrid,1411133,Active
E01418,Support,Tech Support,Mumbai,2,7,Hybrid,512701,Active
E01419,Operations,Logistics Coordinator,Delhi,4,17,Remote,1048028,Resigned
E01420,HR,HR Assistant,Kolkata,3,10,On-site,2480878,Active
E01421,Marketing,Marketing Executive,Chennai,2,0,Remote,2494430,Active
E01422,HR,HR Manager,Pune,4,14,On-site,866767,Active
E01423,HR,Recruiter,Kolkata,4,6,Hybrid,783703,Active
E01424,Support,Support Engineer,Kolkata,4,1,Remote,1316746,Resigned
E01425,HR,Recruiter,Delhi,5,7,On-site,1475701,Active
E01426,HR,Recruiter,Pune,2,7,Remote,2005864,Active
E01427,Sales,Sales Executive,Chennai,3,11,Hybrid,751854,Active
E01428,IT,Software Engineer,Pune,3,16,On-site,775957,Active
E01429,Marketing,Content Strategist,Hyderabad,5,3,Hybrid,551951,Active
E01430,Sales,Sales Executive,Bangalore,2,11,On-site,2043723,Resigned
E01431,Marketing,SEO Specialist,Kolkata,5,18,Hybrid,866798,Active
E01432,HR,HR Assistant,Pune,5,1,Hybrid,1694132,Active
E01433,HR,HR Manager,Pune,5,17,On-site,1715544,Active
E01434,Operations,Operations Executive,Bangalore,5,16,Hybrid,1355391,Active
E01435,Finance,Auditor,Bangalore,4,14,On-site,1375664,Active
